Review_ID,App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity,App_ID
112,"10 best foods for you","Useful information The amount spelling errors questions validity information shared. Once fixed, 5 stars given.",Positive,0.2,0.1,1143
113,"10 best foods for you","Thank you! Great app!! Add arthritis, eyes, immunity, kidney/liver detox foods please. :)",Positive,0.75,0.875,1143
114,"10 best foods for you","Greatest ever Completely awesome maintain health.... This must ppl there... Love it!!!",Positive,0.992188,0.866667,1143
115,"10 best foods for you","Good health...... Good health first priority.......",Positive,0.55,0.511111,1143
116,"10 best foods for you",nan,Neutral,NULL,NULL,1143
117,"10 best foods for you","Health It's important world either life . think? :)",Positive,0.45,1,1143
118,"10 best foods for you","Mrs sunita bhati I thankful developers,to make kind app, really good healthy food body",Positive,0.6,0.666667,1143
119,"10 best foods for you","Very Useful in diabetes age 30. I need control sugar. thanks",Positive,0.295,0.1,1143
120,"10 best foods for you","One greatest apps.",Positive,1,1,1143
121,"10 best foods for you","good nice",Positive,0.65,0.8,1143
122,"10 best foods for you","Healthy Really helped",Positive,0.35,0.35,1143
123,"10 best foods for you","God health",Neutral,NULL,NULL,1143
124,"10 best foods for you","HEALTH SHOULD ALWAYS BE TOP PRIORITY. !!. ON MYSG5.",Positive,0.78125,0.5,1143
125,"10 best foods for you","An excellent A useful",Positive,0.65,0.5,1143
126,"10 best foods for you","I found lot wealth form health...",Neutral,NULL,NULL,1143
127,"10 best foods for you","Because I found important.",Positive,0.4,1,1143
128,"10 best foods for you","Healthy Eating",Positive,0.5,0.5,1143
129,"10 best foods for you","Very good Simply good",Positive,0.805,0.69,1143
130,"10 best foods for you","On test....",Neutral,NULL,NULL,1143
131,"10 best foods for you",Good.!!,Positive,1,0.6,1143
132,"10 best foods for you","Thanks advice. Downloaded Adobe reader still can't get recipe book?..",Positive,0.2,0.2,1143
133,"10 best foods for you","No recipe book Unable recipe book.",Negative,-0.5,0.5,1143
134,"10 best foods for you","Absolutely Fabulous Phenomenal",Positive,0.45,0.75,1143
135,"10 best foods for you","Great Love food",Positive,0.65,0.675,1143
136,"10 best foods for you","Excellent It really works",Positive,0.6,0.6,1143
137,"10 best foods for you",Best,Positive,1,0.3,1143
138,"10 best foods for you","WEALTH OF INFORMATION Very informative ... easy understand. (The ads middle page interupted read). Update: My "ad comment" NOT objection ads, literally position ads. Smack dab MIDDLE. I new spartphones & apps. Didnt know NOT Click eveything I saw... But, ... Full Review",Positive,0.186616,0.356313,1143
139,"10 best foods for you","Not description good",Positive,0.7,0.6,1143
140,"10 best foods for you","Great app. Love",Positive,0.65,0.675,1143
141,"10 best foods for you",Good,Positive,0.7,0.6,1143
142,"10 best foods for you","Loved Very helpful",Positive,0.45,0.55,1143
143,"10 best foods for you","Good healthy foods.",Positive,0.6,0.55,1143
144,"10 best foods for you","Waste time It needs internet time n ask calls information",Negative,-0.2,NULL,1143
145,"10 best foods for you","Best thing I lost ten lbs. two months help tips",Positive,0.5,0.15,1143
146,"10 best foods for you","Ten best food promote good health Good health essential long healthy lifestyle make habit eat foods promote good health. Eat fruits veggies every day.",Positive,0.44375,0.4125,1143
147,"10 best foods for you","Healthy Food Really good information eat healthy",Positive,0.566667,0.533333,1143
148,"10 best foods for you","My mom dad important thing This good share",Positive,0.55,0.8,1143
149,"10 best foods for you","A big thanks ds I got bst gd health",Positive,0.1,0.15,1143
150,"10 best foods for you","Lovely Best everyone needs",Positive,0.75,0.525,1143
151,"10 best foods for you","Love It I lost 6Pounds far 215 209",Positive,0.3,0.8,1143
152,"10 best foods for you","I like",Neutral,NULL,NULL,1143
153,"10 best foods for you","Thanks helpful app.",Positive,0.2,0.2,1143
154,"10 best foods for you","good food really good eat",Positive,0.7,0.6,1143
155,"10 best foods for you","Thanks Thank u much",Positive,0.2,0.2,1143
156,"10 best foods for you","Love This really good",Positive,0.6,0.6,1143
157,"10 best foods for you","This helpful",Neutral,NULL,NULL,1143
158,"10 best foods for you","I love",Positive,0.5,0.6,1143
159,"10 best foods for you","Very useful",Positive,0.39,NULL,1143
160,"10 best foods for you","Great Love",Positive,0.65,0.675,1143
161,"10 best foods for you","Very informative",Positive,0.2,0.3,1143
162,"10 best foods for you",Luv,Neutral,NULL,NULL,1143
163,"10 best foods for you",great,Positive,0.8,0.75,1143
164,"10 best foods for you",Wonderful,Positive,1,1,1143
165,"10 best foods for you","Doesn't work... Zero",Neutral,NULL,NULL,1143
166,"10 best foods for you","Weight loss Not bad",Positive,0.35,0.666667,1143
167,"10 best foods for you","10 best foods 4u Excellent chose foods",Positive,1,0.65,1143
168,"10 best foods for you","This needed most.",Positive,0.5,0.5,1143
169,"10 best foods for you","Faltu plz waste ur time",Negative,-0.2,NULL,1143
170,"10 best foods for you","Best food Thank you recipe book",Positive,1,0.3,1143
171,"10 best foods for you","I Love Good",Positive,0.6,0.6,1143
172,"10 best foods for you","I like Superb",Positive,1,1,1143
173,"10 best foods for you","Good V good",Positive,0.7,0.6,1143
174,"10 best foods for you",Healthy,Positive,0.5,0.5,1143
175,"10 best foods for you","Quick Read.",Positive,0.333333,0.5,1143
176,"10 best foods for you","Great ideas",Positive,0.8,0.75,1143
177,"10 best foods for you","Too good",Positive,0.7,0.6,1143
178,"10 best foods for you",Cool.,Positive,0.35,0.65,1143
179,"10 best foods for you",Good,Positive,0.7,0.6,1143
180,"10 best foods for you",Good,Positive,0.7,0.6,1143
181,"10 best foods for you","Best Best",Positive,1,0.3,1143
182,"10 best foods for you","Great Great",Positive,0.8,0.75,1143
183,"10 best foods for you","Food list easy I predibetic, I scared. All Dr. said potatoes, rice, bread. He never told I could eat. I supplied paperwork stating things could happen me. This tells get works. Thank calming down.AWESOME APP. GET IT!!!!",Positive,1,0.833333,1143
184,"10 best foods for you","Great wife. My wife enjoy much. She's kinda person like follow health diet... She's spending much time front PC find appropriate diet food her. Now found magnificent app! Thank you! Thumbs up.",Positive,0.516667,0.525,1143
185,"10 best foods for you","Great! Very interesting useful application. I like it!",Positive,0.675,0.466667,1143
186,"10 best foods for you","Crap Doesn't work",Negative,-0.8,0.8,1143
187,"10 best foods for you","This 5 starr Download",Neutral,NULL,NULL,1143
188,"10 best foods for you","I like Was helpful",Neutral,NULL,NULL,1143
189,"10 best foods for you","nice super get",Positive,0.466667,0.833333,1143
190,"10 best foods for you","Nice Nice collection",Positive,0.6,1,1143
191,"10 best foods for you",Wow,Positive,0.1,1,1143
192,"10 best foods for you","Interesting. It interesting info, I think worth storage space phone. I'd rather research computer print list. Neat idea, make life easier, provide entertainment, I expect app.",Positive,0.433333,0.366667,1143
193,"10 best foods for you","Luv it! Simple, easy understand, well thought I follow step step problems see results. I also luv apps, gives food choices. But looks like foundation. Keep good work!",Positive,0.436111,0.596825,1143
194,"10 best foods for you","Not good Its good u net connection u can't play app.so much good.",Positive,0.2625,0.45,1143
195,"10 best foods for you","Awesome resources I begin new journey. I can't see great results!",Positive,0.712121,0.734848,1143
196,"10 best foods for you","Boring. I thought actually just texts that's it. Too poor old texts....",Negative,-0.325,0.475,1143
197,"10 best foods for you","Love app. It gives way good idea I buying store eating daily basis",Positive,0.4,0.4,1143
198,"10 best foods for you","Great Its really best unique provides detailed information food nutritious staying healthy hats developer giving free.",Positive,0.579167,0.683333,1143
199,"10 best foods for you","Nothing special! Could find anything useful!",Positive,0.410714,0.285714,1143
200,"10 best foods for you","Its ok I love ok.",Positive,0.5,0.533333,1143
201,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",Great,Positive,0.8,0.75,221
202,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",nice,Positive,0.6,1,221
203,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Almost mobile phone",Neutral,NULL,NULL,221
204,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Very effective, efficient convenient find available jobs. Keep good work power 104 Job Search.",Positive,0.626667,0.666667,221
205,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Easy intuitive",Positive,0.433333,0.833333,221
206,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","good searching job internship",Positive,0.7,0.6,221
207,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Not bad, price little bit expensive",Negative,-0.1125,0.622222,221
208,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","easy use!",Positive,0.541667,0.833333,221
209,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","job search results iOS e.g. security",Neutral,NULL,NULL,221
210,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",easy,Positive,0.433333,0.833333,221
211,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Well, it is also the largest human bank in Taiwan. Can you please app ui?",Neutral,NULL,0.1,221
212,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",Great,Positive,0.8,0.75,221
213,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",So,Neutral,NULL,NULL,221
214,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Very useful",Positive,0.39,NULL,221
215,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",Helpful,Neutral,NULL,NULL,221
216,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Very good job hunt",Positive,0.91,0.78,221
217,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Easy to use.",Positive,0.433333,0.833333,221
218,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",nice,Positive,0.6,1,221
219,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Good find job easily",Positive,0.566667,0.716667,221
220,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Good meet good",Positive,0.7,0.6,221
221,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",Awesomeee,Neutral,NULL,NULL,221
222,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Why English version???",Neutral,NULL,NULL,221
223,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","The operation interface & information content is richer than 1111, and it is also better to use/utility without flashing back.",Positive,0.25,0.25,221
224,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",Nice,Positive,0.6,1,221
225,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Is the development method completed in the early days, the computer web version and the mobile app, the function seems to be short or not the same in the same function page. For example, the similar work function of similar companies is not in the app version.",Positive,0.0166667,0.275,221
226,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","This better suited possibly somebody understands pitfalls modern technology",Positive,0.233333,0.6,221
227,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Useful handy terminal mobile devices, UI/UX improved :)",Positive,0.466667,0.633333,221
228,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","104 job hunt So amazing.. easy use.. thanx guys",Positive,0.516667,0.866667,221
229,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Convenient, easy using many large corporation it.",Positive,0.38254,0.587302,221
230,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Easy to use interface",Positive,0.433333,0.833333,221
231,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","easy simple easy use.",Positive,0.288889,0.674603,221
232,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","easy found job",Positive,0.433333,0.833333,221
233,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",Great,Positive,0.8,0.75,221
234,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Useful This useful Chinese difficult people's read Chinese. If add English language useful.",Positive,0.0571429,0.142857,221
235,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Selling a phone number? After completing the resume for 20 minutes, I was hit by my 4 mobile phones, including Nanshan Life Insurance.",Neutral,NULL,NULL,221
236,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Very helpful Very easy user-friendly. Brilliant app.",Positive,0.554444,0.766667,221
237,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Good Very helpful",Positive,0.45,0.45,221
238,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室","Very good, very convenient, easy to use, very beautiful, very good",Positive,0.690667,0.738667,221
239,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",Ok,Positive,0.5,0.5,221
240,"104 找工作 - 找工作 找打工 找兼職 履歷健檢 履歷診療室",Nice,Positive,0.6,1,221
241,11st,"Horrible ID verification",Negative,-1,1,2122
242,11st,"Easy even basic Korean. Searching English usually bring results products shipped overseas, best search Korean.",Positive,0.236667,0.301667,2122
243,11st,Cool,Positive,0.35,0.65,2122
244,11st,"I do not collect it for a month, but I will not refund it. He said he would only call me all month.",Neutral,NULL,1,2122
245,11st,"Top bar missing newest update. Hard shop can't search...",Positive,0.00277778,0.363889,2122
246,11st,"There is nothing missing ~ !!!",Negative,-0.390625,0.05,2122
247,11st,"Refund takes long.. 3 days still received money.. crazy",Negative,-0.325,0.65,2122
248,11st,"I enjoying online shopping via 11st app. Perfect!",Positive,0.75,0.8,2122
249,11st,"good enough",Positive,0.35,0.55,2122
250,11st,"I switching gMarket Twice 11st's new face!",Positive,0.170455,0.454545,2122
251,11st,"forced full screen popups",Positive,0.025,0.375,2122
252,11st,"Is it sound like you want to clear Chrome and pay for it again because Android users can not pay for Chrome error? I have to fix the app. Is it really true? It's makgeolli.",Positive,0.283333,0.477778,2122
253,11st,Ok,Positive,0.5,0.5,2122
254,11st,"I am trying to update every time but I do not stall. It's still difficult to search, and I'm tired of seeing categories by category. The benefits are getting less and less.",Negative,-0.308333,0.458333,2122
255,11st,"Just try.. So far good",Positive,0.4,0.8,2122
256,11st,"Icon name is strange after updating",Negative,-0.05,0.15,2122
257,11st,com.skplanet.syruppay.cardrecognizedlib,Neutral,NULL,NULL,2122
258,11st,Nice,Positive,0.6,1,2122
259,11st,"best shop",Positive,1,0.3,2122
260,11st,"I forgot password can't get new",Positive,0.136364,0.454545,2122
261,11st,best,Positive,1,0.3,2122
262,11st,"I love",Positive,0.5,0.6,2122
263,11st,"Force update",Neutral,NULL,NULL,2122
264,11st,She,Neutral,NULL,NULL,2122
265,11st,"Love Nature",Positive,0.5,0.6,2122
266,11st,"Language barrier. I understand Korea. I want English.",Neutral,NULL,NULL,2122
267,11st,"Shipping View Flexible View Make it right? Why do not you come out ???",Positive,0.285714,0.535714,2122
268,11st,"0 points I want to give No -10000000000000 points shortage I clicked on the Internet address I could not find the product I popped up and the 11th Avenue app was automatically turned on and it was automatically abducted so I can not use the internet app.",Neutral,NULL,NULL,2122
269,11st,,Neutral,NULL,NULL,2122
270,11st,"Five star Its nice",Positive,0.6,1,2122
271,11st,"Forced termination is too severe. If you try to view detailed information, it will be forcibly terminated.",Positive,0.2,0.65,2122
272,11st,"Open Market Revolution A section of the Helo-Ship open market mobile service. There are still many page areas that can not be served by mobile service, and the interface is also an urgent level for page loading. If you understand that there is a limit to the source control of the product information provided by the sellers, it is a chronic problem that problems arise in the loading of coupons or on the benefit management page.",Positive,0.166667,0.5,2122
273,11st,"English version Hi possible English version. Thank you.",Neutral,NULL,0.333333,2122
274,11st,"If you have a phone that is authenticated by OTP and you call the agent, you will be able to find it .... There is a letter authentication and there is also an e-mail .. If you do not do such a thing and call a counselor,",Positive,0.25,0.5625,2122
275,11st,"It has been slowed down since the last update. It's hard for me to pay for the product ... I'll give up when I'm alive.",Negative,-0.0868056,0.324306,2122
276,11st,"good good",Positive,0.7,0.6,2122
277,11st,"If a network error occurs, the app should save the state and try again, or try to re-point the next time, but that's it and it's gone. It's totally tough.",Negative,-0.194444,0.416667,2122
278,11st,"Problem language I dont understand language used app. I advise keep option user choose language may prefer",Neutral,NULL,NULL,2122
279,11st,"Nice So nice Apps.",Positive,0.6,1,2122
280,11st,"Don't English language like",Neutral,NULL,NULL,2122
281,"1800 contacts - lens store","Great hassle free way order contacts. Got call reminding prescription expires tomorrow.",Positive,0.6,0.775,1825
282,"1800 contacts - lens store","It's expensive I expected (I thought I'd saving money, cutting middle man), waaaaay convenient doctor's office.",Negative,-0.3,0.5,1825
283,"1800 contacts - lens store","Super fast navigation brand fast/easy checkout additional ads BS",Positive,0.266667,0.633333,1825
284,"1800 contacts - lens store","Easy step step process correct information took 5 minutes place order.",Positive,0.433333,0.833333,1825
285,"1800 contacts - lens store","Placing order easy especially paper copy Rx. I'll update review I receive order rebate.",Positive,0.216667,0.916667,1825
286,"1800 contacts - lens store","Super fast ordering reordering easy interface. Love convenience app!",Positive,0.397917,0.675,1825
287,"1800 contacts - lens store","I love makes getting contacts easy!♥️",Positive,0.5,0.6,1825
288,"1800 contacts - lens store","Easy use. Will def recommend",Positive,0.433333,0.833333,1825
289,"1800 contacts - lens store","Love app. Super easy use. Ordered contacts less minute.",Positive,0.275,0.541667,1825
290,"1800 contacts - lens store","This easy use, ordering process fast efficient.",Positive,0.316667,0.716667,1825
291,"1800 contacts - lens store","So simple cave man it!!",Neutral,NULL,0.357143,1825
292,"1800 contacts - lens store","Simple, fast easy use. No eye appointments",Positive,0.211111,0.596825,1825
293,"1800 contacts - lens store","Very user friendly.",Positive,0.2875,0.4,1825
294,"1800 contacts - lens store","Very easy use. Love free shipping",Positive,0.487778,0.8,1825
295,"1800 contacts - lens store","Very easy use.",Positive,0.563333,1,1825
296,"1800 contacts - lens store",Dope,Neutral,NULL,NULL,1825
297,"1800 contacts - lens store","Easy affordable.",Positive,0.433333,0.833333,1825
298,"1800 contacts - lens store",Easy,Positive,0.433333,0.833333,1825
299,"1800 contacts - lens store",great,Positive,0.8,0.75,1825
300,"1800 contacts - lens store","So easy app! Made ordering contacts breeze! Great prices too!",Positive,0.838542,0.791667,1825
301,"1800 contacts - lens store","Does need do. No sense giving anything less 5 stars.",Negative,-0.166667,0.0666667,1825
302,"1800 contacts - lens store","Worked well glad I",Positive,0.5,1,1825
303,"1800 contacts - lens store","It's hell lot easier I thought it would be!",Neutral,NULL,NULL,1825
304,"1800 contacts - lens store","It made getting new contacts easy!",Positive,0.339015,0.643939,1825
305,"1800 contacts - lens store","I love app! SO easy super convenient!!",Positive,0.526389,0.7,1825
306,"1800 contacts - lens store","Hopefully work well. First time user.",Positive,0.25,0.333333,1825
307,"1800 contacts - lens store","Contacts shipped time efficient.",Neutral,NULL,NULL,1825
308,"1800 contacts - lens store","Very easy",Positive,0.563333,1,1825
309,"1800 contacts - lens store","Easy access",Positive,0.433333,0.833333,1825
